"company","title"
Sostinės bokštai,UAB „Sostinės bokštai“ will issue a 6th notes tranche of up to EUR 5 million to finance the construction of the HERO business center
KINEPOLIS GROUP,Payment of dividend
KINEPOLIS GROUP,Paiement dividende
GOLDEN OCEAN GROUP,Shareholder Disclosure Notification
ENERGEIA AS,Energeia AS: Årsregnskap 2024
GENTOO MEDIA INC.,Gentoo Media - Mandatory notification of trade
Sogn Sparebank,Sogn Sparebank – Kvartalsrapportering 1. kvartal 2025
COGELEC,COGELEC : Statement on the total number of shares and voting rights.
ENDÚR,Endúr ASA – New share capital registered
SFL Corporation Ltd.,SFL - First Quarter 2025 Results
Sparebanken Narvik,Sparebanken Narvik - Kvartalsrapport Q1 2025
Olav Thon Eiendomsselskap ASA,REPORT FOR Q1-2025
Olav Thon Eiendomsselskap ASA,RAPPORT 1. KVARTAL 2025
Net Insight AB,Bulletin from Net Insight's Annual General Meeting 2025
Gentoo Media Inc.,Gentoo Media - Mandatory notification of trade
Devyser Diagnostics AB,Bulletin from the Annual General Meeting of Devyser Diagnostics AB (publ) held on 14 May 2025
PolyPid,PolyPid Provides Corporate Update and Reports First Quarter 2025 Financial Results
Flerie AB,Bulletin from the Annual General Meeting of Flerie AB (publ) on 14 May 2025
BeammWave AB,Bulletin from the Annual General Meeting 2025 in BeammWave AB (publ)
Logistri Fastighets AB (publ),Logistri Fastighets AB (publ) Interim Report January - March 2025
Danske Andelskassers Bank A/S,Opjustering af forventningerne til basisindtjeningen og resultatet før skat for 2025
KINEPOLIS GROUP,Dividenduitkering
Elisa,The amount of Elisa's Eurobond tender is confirmed
Sostinės bokštai,UAB „Sostinės bokštai“ will issue a 6th notes tranche of up to EUR 5 million to finance the construction of the HERO business center
Bawat Water Technologies AB,"Announcement from the Annual General Meeting in Bawat Water Technologies AB on May 14, 2025"
Editas Medicine,Editas Medicine Reports New In Vivo Data Highlighting the Potential of Editas’ Gene Upregulation Strategy in HSCs at the American Society of Gene and Cell Therapy Annual Meeting
Danske Bank A/S,Form 8.3 - [Alpha Group International PLC (GB)]
Sostinės bokštai,CORRECTION: UAB „Sostinės bokštai“ will issue a 6th notes tranche of up to EUR 5 million to finance the construction of the HERO business center
Nasdaq Riga,Investor Webinar on Preses Nama Kvartāls Bond Issue
Sostinės bokštai,CORRECTION: UAB „Sostinės bokštai“ will issue a 6th notes tranche of up to EUR 5 million to finance the construction of the HERO business center
Landsbankinn hf.,Landsbankinn hf.: Covered bond exchange offering results
Garo AB,Interim report January - March 2025
IN8bio,IN8bio Presents Preclinical Data Highlighting Potential of INB-619 T Cell Engager (TCE) for Autoimmune Disease at ASGCT 2025
AcouSort AB,AcouSort's rights issue is registered - conversion of BTA into shares
Flerie AB,The General Meetings of Flerie and Toleranzia respectively have approved the merger plan and the General Meeting in Flerie has resolved on issuance of the merger consideration
Pierce Group AB,Invitation to presentation of Pierce Group's interim report (Q1 2025)
Gentoo Media Inc.,Gentoo Media - Mandatory notification of trade
"",Reykjavíkurborg – Ársreikningur 2024
Bong AB,"Interim Report Q1, January-March 2025"
Logistri Fastighets AB (publ),Notice to attend the Extraordinary General Meeting in Logistri Fastighets AB (publ)
Logistri Fastighets AB (publ),The Board of Logistri Fastighets AB (publ) proposes the introduction of two share classes and split of existing shares into the share classes
TRATON SE,TRATON Annual General Meeting approves Executive and Supervisory Boards' actions and resolves on a dividend of €1.70 per share for 2024
Pacira BioSciences,Pacira BioSciences to Participate in Fireside Chat at Two Upcoming Healthcare Conferences
INmune Bio,INmune Bio Inc. Announces Attendance at the 2025 RBC Capital Markets Global Healthcare Conference
"",Landsbankinn hf.: Niðurstaða skiptiútboðs sértryggðra skuldabréfa
"",Landsbankinn hf.: Covered bond exchange offering results
SIBS AB (publ),SIBS initiates written procedure to amend the terms and conditions for its outstanding bonds with ISIN SE0023112487
Landsbankinn hf.,Landsbankinn hf.: Correction - Covered bond exchange offering results - Published: 2025-05-14 14:04:01 CEST
Spago Nanomedical AB,Bulletin from the 2025 Annual General Meeting of Spago Nanomedical AB
Rias A/S,Rias A/S - Half-Year Report
"",Landsbankinn hf.: Leiðrétting - Niðurstaða skiptiútboðs sértryggðra skuldabréfa - Birt: 2025-05-14 14:04:01 CEST
"",Landsbankinn hf.: Correction - Covered bond exchange offering results - Published: 2025-05-14 14:04:01 CEST
Orkela,Notice Regarding Uab „orkela“ Financial Statements for 3-Month Period Ended 31 March 2025
Climeon AB,Climeon Completes Commissioning of HeatPower 300 on Board Container Vessel
Theriva Biologics,Theriva™ Biologics Reports First Quarter 2025 Operational Highlights and Financial Results
SAF Tehnika,SAF Tehnika Consolidated Interim Report for Q3 and 9 months of financial year 2024/2025
Liven,Resolutions of the annual general meeting of shareholders of Liven AS
BioInvent International AB,"BioInvent Announces Updated Phase 2a Triple Combination Arm Data of BI-1206, rituximab, and Calquence for the treatment of non-Hodgkin's lymphoma"
"",Invitation to presentation of first quarter result on 15 May 2025
Fragbite Group AB,Panzerdogs and Cosmocadia heading for console - release on SuiPlay
Immunovia AB,BULLETIN FROM THE ANNUAL GENERAL MEETING ON 14 MAY 2025 IN IMMUNOVIA AB (PUBL)
SenzaGen AB,Report from AGM of SenzaGen AB on 14 May 2025
Editas Medicine,"Editas Medicine to Present in vivo HSC Delivery, Editing, and Biodistribution Data at the European Hematology Association 2025 Congress in June"
Modus Therapeutics Holding AB,Modus Therapeutics to Present New Preclinical Data on Sevuparin in Chronic Kidney Disease at EHA2025
Webrock Ventures AB,Bulletin from the Annual General Meeting of Webrock Ventures AB
SAF Tehnika,SAF Tehnika Consolidated Interim Report for Q3 and 9 months of financial year 2024/2025
Lea Bank AB,Lea Bank AB: Bulletin from the Annual General Meeting 2025
BioInvent International AB,BioInvent Presents Additional CTCL Phase 2a Data for BI-1808 Monotherapy at EHA 2025
Kamux Oyj,Kamux Oyj - Managers' Transactions
Paradox Interactive AB (publ),Bulletin from Annual General Meeting in Paradox Interactive AB (publ) held on 14 May 2025
Beijer Alma AB,Beijer Alma's subsidiary Beijer Tech acquires Roykon in Denmark
Gentoo Media Inc.,Gentoo Media - Mandatory notification of trade
Revenio Group Oyj,Revenio Group Corporation: Managers' Transactions - Bill Östman
Revenio Group Oyj,Revenio Group Corporation: Managers' Transactions - Anat Loewenstein
Liven,Resolutions of the annual general meeting of shareholders of Liven AS
Revenio Group Oyj,Revenio Group Corporation: Managers' Transactions - Heli Lindfors
Revenio Group Oyj,Revenio Group Corporation: Managers' Transactions - Ann-Christine Sundell
Etteplan Oyj,Etteplan Oyj - Managers' Transactions
Renovacor,"Renovaro Launches Augusta, an AI-Powered Precision Neurology Platform"
"",Liven AS aktsionäride korralise üldkoosoleku otsused
"",SFL - First Quarter 2025 Results Presentation
Arcoma AB,Kommuniké från årsstämma i Arcoma Aktiebolag den 14 maj 2025
Nasdaq Vilnius,"Concerning removal of UAB ""Capitalica Baltic Real Estate Fund I"" bond issue due to early redemption"
BPOST,ORDINARY AND EXTRAORDINARY GENERAL MEETINGS OF SHAREHOLDERS OF BPOST
NSE,NSE annonce le lancement d’une opération de cession d’environ 100 000 actions auto-détenues
Mineralys Therapeutics,Mineralys Therapeutics Announces Late-Breaking Presentation of Phase 3 Launch-HTN Trial at 34th European Meeting on Hypertension and Cardiovascular Protection
INNELEC MULTIMEDIA,"Innelec - Chiffre d’affaires annuel 2024/25 : 119,4 M€"
Orkela,Notice Regarding Uab „orkela“ Financial Statements for 3-Month Period Ended 31 March 2025
StillFront AB,Stillfront Group AB (publ) held its annual general meeting on 14 May 2025 where the following main resolutions were adopted.
QleanAir AB,"QleanAir Announces Partnership with a Large, Internationally Recognized Nonprofit That Has Purchased a New Cleanroom Solution Valued at USD 454,978"
Movinn A/S,Movinn signs multi-year supplier agreement with large Danish corporation
Bong AB,Annual General Meeting in Bong AB
Intervacc AB,Report from Annual General Meeting in Intervacc
Endomines Finland Oyj,Endomines Finland Plc will publish updated strategy for 2025-2029 - an invitation to a webcast
Genmab A/S,Genmab to Present New and Updated Results from its Robust Epcoritamab (EPKINLY®) Development Program at the 2025 European Hematology Association (EHA) Congress
Flerie AB,Flerie's portfolio company NorthX Biologics secures growth investment from Signet Healthcare Partners
Hilbert Group AB,Notice of Annual General Meeting of Hilbert Group AB (publ)
Genmab A/S,Genmab to Present New and Updated Results from its Robust Epcoritamab (EPKINLY®) Development Program at the 2025 European Hematology Association (EHA) Congress
"",Resolutions of the annual general meeting of shareholders of Liven AS
Hagar hf.,Hagar hf.: Staðfesting á skýrslum um fjárhagslegar kvaðir skuldabréfaflokka
"",Notice Regarding Uab „orkela“ Financial Statements for 3-Month Period Ended 31 March 2025
"","PRANEŠIMAS DĖL UAB „ORKELA“ FINANSINĖS ATASKAITOS UŽ 3 MĖNESIŲ LAIKOTARPĮ, PASIBAIGUSĮ 2025 M. KOVO 31 D."
"",Aurskog Sparebank: Delårsrapport pr 31.03.2025
Equinor ASA,Equinor ASA: Minutes from the annual general meeting 2025
Equinor ASA,Equinor ASA: Protokoll fra ordinær generalforsamling 2025
Nasdaq Vilnius,"Listing of AKROPOLIS GROUP, UAB bonds on the Baltic Bond List"
RAMSAY GENERALE DE SANTE,RAMSAY SANTE : Résultats intermédiaires au 31 mars 2025
RAMSAY GENERALE DE SANTE,RAMSAY SANTE : Interim results at the end of March 2025
Instabank ASA,Instabank ASA: Vellykket utstedelse av fondsobligasjonslån
NORDHEALTH AS A-AKSJER,Mandatory Notification of Trade of Primary Insiders
Aurskog Sparebank,Aurskog Sparebank: Delårsrapport pr 31.03.2025
VALBIOTIS,VALBIOTIS SA: Information mensuelle relative au nombre total de droits de vote et d'actions composant le capital social
CORBION,Corbion General Shareholders Meeting approves Board (re)appointments and dividend
ARCTICZYMES TECHNOLOGIES,ArcticZymes Technologies AS - Mandatory notification of trade
AKER CARBON CAPTURE ASA,Aker Carbon Capture ASA: Key information relating to payment of cash dividend
OBSERVE MEDICAL,Conclusion received from the Norwegian Financial Supervisory Authority
-,Review of financial reporting – Observe Medical ASA
-,Kontroll av finansiell rapportering – Observe Medical ASA
Sparebanken Norge,Mandatory notification of trade for closely associated company of primary insider
Sparebanken Norge,Meldepliktig handel for nærstående foretak av primærinnsider
Ocean Yield AS,First quarter results 2025
BPOST,ORDINARY AND EXTRAORDINARY GENERAL MEETINGS OF SHAREHOLDERS OF BPOST
BPOST,ORDINARY AND EXTRAORDINARY GENERAL MEETINGS OF SHAREHOLDERS OF BPOST
Olav Thon Eiendomsselskap ASA,ORDINÆR GENERALFORSAMLING AVHOLDT
Olav Thon Eiendomsselskap ASA,ANNUAL GENERAL MEETING HELD
STRONGPOINT,StrongPoint ASA - Share Option Program
BEKAERT,Bekaert - Assembléés Générale des Actionnaires
BEKAERT,Bekaert - Gewone Algemene Vergadering van Aandeelhouders
BEKAERT,Bekaert - Annual General Meetings of Shareholders
Morrow Bank ASA,Morrow Bank: Notification of trade by primary insider
Lea Bank AB,Lea Bank AB: Bulletin from the Annual General Meeting 2025
Elopak ASA,ELOPAK ASA: Minutes from the annual general meeting 2025
BOUVET,Invitation to presentation of 1st quarter results 2025
BOUVET,Invitasjon til presentasjon av første kvartal 2025
Voss Sparebank,Delårsrekneskap pr 31.03.2025 - Voss Sparebank
GENTOO MEDIA INC.,Gentoo Media - Mandatory notification of trade
PIERRE VACANCES,Pierre & Vacances-Center Parcs: Total Number of Shares and Voting Rights
PIERRE VACANCES,Pierre & Vacances-Center Parcs : Nombre total d’actions et de droits de vote
SFL Corporation Ltd.,SFL - First Quarter 2025 Results Presentation
-,Financial calendar
Morrow Bank ASA,Morrow Bank ASA: Successful placement of FRN Hybrid Tier 1 Callable bond issue
AKOBO MINERALS AB (PUB),Akobo Minerals Closes NOK 11 Million Convertible Loan
GROUPE SFPI,Nombre total de droits de vote et d\'actions composant le capital social
ONCOINVENT ASA,Minutes from the annual general meeting 2025
SpareBank 1 SMN,SpareBank 1 SMN: Successful issuance of Additional Tier 1 bond
SpareBank 1 SMN,SpareBank 1 SMN: Vellykket utstedelse av nytt fondsobligasjonslån
NAVAMEDIC,Navamedic ASA: Notice of Annual General Meeting
ARCELORMITTAL SA,Designated person notification
Skue Sparebank,Delårsregnskap 1. kvartal 2025 - Skue Sparebank
Tinn Sparebank,Kvartalsrapport Q1 2025
MICHELIN,Michelin | Disclosure of the total number of voting rights and of the number of shares making up the Company’s capital
MICHELIN,Michelin | Déclaration du nombre total des droits de vote et du nombre d'actions composant le capital social
-,Gentoo Media - Mandatory notification of trade
Eviny AS,Rentefastsettelse
SpareBank 1 Nord-Norge,Rentefastsettelse
AlzeCure Pharma AB,Communiqué from the annual general meeting of AlzeCure Pharma on 14 May 2025
Lemonsoft Oyj,Inside information: Lemonsoft intends to repurchase up to EUR 7.8 million of the company's own shares through a reverse accelerated bookbuild
Alma Media,Alma Media Corporation: Share repurchase 14.5.2025
Raute Oyj,Raute Corporation: SHARE REPURCHASE 14.5.2025
Munters Group AB,Annual general meeting in Munters Group AB
ENENSYS,COMPTE-RENDU DE L'ASSEMBLEE GENERALE DU 14 MAI 2025
INFOTEL,Infotel : Q1 2025 revenue fell by a slight 4.6% to €75.4m.
VASTNED NV,"Disclose of Transparancy Declaration (article 14, first paragraph, of the Law of 2 May 2007)"
VASTNED NV,"Openbaarmaking van een transparantiekennisgeving (artikel 14, eerste lid van de Wet van 2 mei 2007)"
SBM OFFSHORE,Weekly share repurchase program transaction details
COVIVIO HOTELS,"Covivio Hotels - L\'option de paiement du dividende en actions choisie par 82,31% du capital"
NSE,NSE announces the launch of a disposal of approximately 100 000 treasury shares
CARE PROPERTY INVEST,Publication rapport financier intermédiaire premier trimestre 2025
CARE PROPERTY INVEST,Publication of Interim Financial Report First Quarter 2025
CARE PROPERTY INVEST,Publicatie tussentijds financieel verslag eerste kwartaal 2025
CREDIT AGRICOLE,CREDIT AGRICOLE SA : ASSEMBLÉE GÉNÉRALE DE CRÉDIT AGRICOLE S.A.
CREDIT AGRICOLE,Credit Agricole Sa: GENERAL MEETING OF CRÉDIT AGRICOLE S.A.
ABIVAX,ABIVAX: Nombre d’actions composant le capital social et nombre total de droits de vote au 30.04.25.
HERMES INTERNATIONAL,Hermès International : Actions et droits de vote au 30 avril 2025
HERMES INTERNATIONAL,Hermès International : Shares and voting rights as of 30th April 2025
ADOCIA,ADOCIA publie ses résultats financiers du premier trimestre 2025 et fait le point sur ses activités
AXA,AXA : Information relative au nombre total de droits de vote et d\'actions composant le capital social au 30/04/2025
GROUPE GUILLIN,GROUPE GUILLIN : AVIS DE CONVOCATION A L'AGM DU 13 JUIN 2025
MAAT PHARMA,MaaT Pharma présentera des données actualisées pour MaaT013 issues du programme d’accès compassionnel au congrès annuel de l’European Hematology Association (EHA)
MAAT PHARMA,MaaT Pharma To Present Updated Data for MaaT013 in Early Access Program at the European Hematology Association (EHA) Annual Congress
AVANTIUM,Avantium shareholders adopt all resolutions at 2025 Annual General Meeting of Shareholders
AXA,AXA: Information relating to the number of voting rights and shares making up the share capital on 30/04/2025
ADOCIA,ADOCIA Reports First Quarter 2025 Financial Results and Provides a Business Update
TrÃ¸gstad Sparebank,Trøgstad Sparebank Kvartalsregnskap Q1-2025
SHELL PLC,Transaction in Own Shares
EURONEXT,Euronext publishes Q1 2025 results
ATEME,TECH DAY 2025 D'ATEME - 20 MAI 2025
COFACE,COFACE SA: Combined Shareholders’ General Meeting of 14 May 2025 approved all the proposed resolutions
INFOTEL,"Infotel : Chiffre d’affaires du T1 2025 en léger repli de -4,6 % à 75,4 M€."
COFACE,COFACE SA : Toutes les résolutions proposées ont été adoptées par l’Assemblée Générale Mixte du 14 mai 2025
